Name,Position,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Max Aarons,Defender,20,1,34,29,66%,0,1,8,21,3,0,75,74,57,14,5,11,0,0,1,451,22.55,1,13,23%,2,20,1,0,12,2,0,0,0,0,0,,,,,,,,,,,,,,,
Zach Abbott,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Terry Ablade,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Josh Acheampong,Defender,1,0,0,0,0%,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Tyler Adams,Midfielder,3,,,4,75%,,0,4,2,2,,7,11,4,2,2,3,,0,0,69,23.00,0,1,0%,0,4,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Tosin Adarabioyo,Defender,20,6,25,21,52%,0,2,25,80,47,0,43,83,51,1,57,28,0,0,0,"1,211",60.55,0,1,0%,1,72,2,0,10,0,2,2,0,0,1,,,,,,,,,,,,,,,
Tayo Adaramola,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Elijah Adebayo,Forward,27,,,4,,,7,6,25,24,,,,,,,,,,0,197,7.30,0,5,,,,1,0,27,13,10,4,5,1,2,0.37,0,0,31,14,45%,4,,,,,,,,
Valintino Adedokun,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Simon Adingra,Forward,31,,,45,,,7,19,22,9,,,,,,,,,,1,747,24.10,6,76,,,,3,0,29,17,6,1,5,0,1,0.19,0,0,52,22,42%,4,,,,,,,,
Adler Nascimento,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Adrián,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Daniel Adu-Adjei,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nayef Aguerd,Defender,21,2,44,26,54%,0,3,17,80,39,1,102,83,52,3,48,33,0,0,0,"1,164",55.43,0,5,0%,1,104,1,1,10,0,1,1,0,0,0,,,,,,,,,,,,,,,
Brandon Aguilera,Midfielder,1,,,0,0%,,0,0,0,0,,0,0,3,0,0,0,,0,0,8,8.00,0,0,0%,0,0,0,0,3,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Enock Agyei,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Naouirou Ahamada,Midfielder,20,,,13,69%,,4,2,4,1,,30,29,37,7,4,3,,0,0,179,8.95,0,6,0%,0,8,2,1,9,1,0,0,0,0,0,0.00,0,0,9,2,22%,0,,,,,,,,
Anel Ahmedhodzic,Defender,31,1,89,64,56%,2,4,34,134,42,0,106,139,108,11,51,36,0,1,0,955,30.81,1,6,17%,1,47,9,1,34,2,2,1,1,0,1,,,,,,,,,,,,,,,
Ola Aina,Defender,22,0,39,47,66%,0,5,18,41,22,0,97,115,66,27,17,12,0,0,1,633,28.77,0,28,25%,2,20,3,0,18,2,1,0,1,0,0,,,,,,,,,,,,,,,
Rayan Aït-Nouri,Defender,33,0,43,71,62%,0,5,15,31,15,1,136,207,166,62,21,25,0,0,1,"1,038",31.45,3,41,20%,2,23,7,0,25,8,2,1,1,0,0,,,,,,,,,,,,,,,
Kristoffer Ajer,Defender,28,2,33,38,55%,0,3,25,78,36,0,60,121,69,10,65,23,0,1,1,722,25.79,5,22,23%,1,31,5,0,25,1,2,1,1,0,0,,,,,,,,,,,,,,,
Manuel Akanji,Defender,30,11,23,42,67%,1,4,23,61,33,0,142,90,72,2,28,30,0,0,0,"2,296",76.53,0,9,22%,4,81,2,1,17,0,2,1,0,0,0,,,,,,,,,,,,,,,
Nathan Aké,Defender,29,5,20,26,62%,0,8,14,52,29,0,119,95,49,5,47,28,0,0,2,"1,770",61.03,3,11,9%,1,19,0,0,10,0,2,2,0,0,0,,,,,,,,,,,,,,,
Ameen Al Dakhil,Defender,13,0,26,12,42%,0,3,12,34,25,0,50,33,46,3,14,23,1,1,0,598,46.00,0,3,33%,2,20,1,0,6,0,1,0,0,1,0,,,,,,,,,,,,,,,
Thiago Alcântara,Midfielder,1,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,10,10.00,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Alex Murphy,Defender,2,0,0,1,100%,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,17,8.50,0,0,0%,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
Alex Telles,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Trent Alexander-Arnold,Defender,28,4,28,39,67%,3,14,31,42,15,0,176,84,102,28,8,6,0,2,4,"1,685",60.18,17,168,33%,22,147,6,0,9,2,3,0,3,0,3,,,,,,,,,,,,,,,
Alisson Becker,Goalkeeper,28,8,30,,,,,,,,,,,,,,,0,2,0,997,35.61,,,,,83,1,0,1,,0,,,,,,,,,,,,83,0,10,11,4,11,140,116
Sonny Aljofree,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Josh Allen,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Max Alleyne,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Dele Alli,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Miguel Almirón,Midfielder,33,,,36,67%,,9,10,12,6,,97,87,89,23,6,7,,0,1,767,23.24,6,24,17%,5,13,2,0,16,10,3,0,0,3,2,0.09,0,0,41,12,29%,4,,,,,,,,
Julián Álvarez,Forward,36,,,24,,,23,2,13,7,,,,,,,,,,9,"1,110",30.83,7,137,,,,2,0,23,2,11,1,8,2,2,0.31,2,1,98,40,41%,10,,,,,,,,
Steven Alzate,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Harry Amass,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Zeki Amdouni,Forward,34,,,27,,,10,9,10,7,,,,,,,,,,1,488,14.35,2,8,,,,2,0,22,2,5,0,3,2,1,0.15,1,0,49,22,45%,6,,,,,,,,
Samuel Amissah,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ethan Ampadu,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Sofyan Amrabat,Midfielder,21,,,27,59%,,1,8,19,9,,60,48,56,6,5,6,,1,0,645,30.71,0,7,14%,0,35,6,0,24,0,0,0,0,0,1,0.00,0,0,3,0,0%,0,,,,,,,,
Joseph Anang,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Joachim Andersen,Defender,38,8,58,56,63%,0,5,40,202,109,0,193,181,107,14,90,47,0,1,3,"2,151",56.61,4,31,32%,6,202,7,0,43,1,2,0,2,0,0,,,,,,,,,,,,,,,
Elliot Anderson,Midfielder,21,,,24,75%,,5,8,20,11,,60,83,87,21,19,14,,0,2,416,19.81,2,19,16%,4,4,3,0,21,1,0,0,0,0,0,0.00,0,0,19,5,26%,1,,,,,,,,
André Gomes,Midfielder,12,,,7,57%,,2,3,3,1,,34,16,49,3,1,9,,0,0,259,21.58,0,26,12%,4,18,4,0,17,0,1,0,1,0,0,0.08,0,0,8,4,50%,0,,,,,,,,
Andreas Pereira,Midfielder,37,,,25,48%,,12,4,11,3,,99,84,150,19,14,36,,0,7,"1,063",28.73,9,220,30%,14,50,6,0,22,3,3,0,2,1,3,0.08,0,0,52,16,31%,3,,,,,,,,
Andrey Santos,Midfielder,1,,,0,0%,,1,0,0,0,,0,0,1,0,0,0,,0,0,6,6.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,2,0,0%,0,,,,,,,,
Vincent Angelini,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Ângelo,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Tino Anjorin,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Lorenz Assignon,Defender,15,0,30,35,49%,0,4,19,41,19,0,67,77,93,13,13,17,0,0,2,352,23.47,3,29,17%,0,3,3,1,33,1,1,0,1,0,0,,,,,,,,,,,,,,,
Noël Atom,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Pierre-Emerick Aubameyang,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Sèrge Aurier,Defender,12,0,15,20,70%,1,1,9,32,29,0,50,62,53,3,30,20,0,1,2,391,32.58,1,22,23%,1,9,2,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,
Brandon Austin,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Taiwo Awoniyi,Forward,20,,,9,,,3,1,9,9,,,,,,,,,,3,172,8.60,2,1,,,,2,0,9,13,6,1,3,2,0,0.30,0,0,22,11,50%,4,,,,,,,,
Yasin Ayari,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jordan Ayew,Forward,35,,,65,,,12,16,13,5,,,,,,,,,,7,811,23.17,7,97,,,,7,1,46,7,4,1,3,0,1,0.11,0,0,48,20,42%,4,,,,,,,,
César Azpilicueta,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Abdul Baba,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jaidon Anthony,Forward,3,,,3,,,0,1,2,0,,,,,,,,,,0,43,14.33,0,2,,,,1,0,4,2,0,0,0,0,0,0.00,0,0,2,1,50%,0,,,,,,,,
Michail Antonio,Forward,26,,,15,,,6,4,4,3,,,,,,,,,,2,268,10.31,1,27,,,,6,0,25,9,6,2,4,0,0,0.23,0,0,30,14,47%,6,,,,,,,,
Antony,Forward,29,,,40,,,17,12,8,4,,,,,,,,,,1,561,19.34,7,16,,,,5,0,19,2,1,0,0,1,1,0.03,0,0,43,16,37%,4,,,,,,,,
Keenan Appiah-Forson,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Oliver Arblaster,Midfielder,12,,,23,61%,,0,15,8,1,,52,61,47,17,9,15,,0,0,428,35.67,1,7,0%,0,21,2,0,10,0,0,0,0,0,0,0.00,0,0,1,1,100%,0,,,,,,,,
Cameron Archer,Forward,30,,,18,,,15,1,9,3,,,,,,,,,,1,333,11.10,6,5,,,,2,0,15,13,4,0,4,0,1,0.13,0,0,42,11,26%,6,,,,,,,,
Alphonse Areola,Goalkeeper,31,4,53,,,,,,,,,,,,,,,1,0,0,718,23.16,,,,,184,1,0,2,,0,,,,,,,,,,,,138,2,11,20,4,4,144,219
Harry Arter,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Benjamin Arthur,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Harrison Ashby,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Benoît Badiashile,Defender,18,3,31,21,71%,0,2,18,65,37,1,82,55,48,0,28,22,1,1,1,"1,165",64.72,2,2,0%,1,36,3,0,17,1,0,0,0,0,0,,,,,,,,,,,,,,,
Leon Bailey,Midfielder,35,,,13,54%,,16,9,4,1,,107,110,156,57,15,24,,0,9,701,20.03,12,75,23%,11,27,5,0,26,11,10,0,4,6,2,0.29,0,0,53,18,34%,1,,,,,,,,
Eric Bailly,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Stefan Bajcetic,Midfielder,1,,,4,25%,,0,0,0,0,,2,6,3,0,0,0,,0,0,10,10.00,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Benicio Baker-Boaitey,Forward,5,,,0,,,1,0,1,1,,,,,,,,,,0,19,3.80,0,0,,,,1,0,2,1,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
Ellery Balcombe,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
George Baldock,Defender,13,0,21,18,56%,0,0,10,30,16,0,44,51,54,6,15,13,0,0,1,319,24.54,1,18,22%,0,13,4,0,19,1,0,0,0,0,0,,,,,,,,,,,,,,,
Carlos Baleba,Midfielder,27,,,40,50%,,6,18,27,14,,95,102,90,11,25,10,,2,0,773,28.63,1,0,0%,0,18,7,0,40,0,0,0,0,0,0,0.00,0,0,21,5,24%,0,,,,,,,,
Emilio Ballard-Matthews,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Fodé Ballo-Touré,Defender,6,0,1,4,50%,0,0,3,2,0,0,6,9,9,3,0,2,0,0,0,55,9.17,0,4,0%,0,3,1,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
Kofi Balmer,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Folarin Balogun,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Scott Banks,Forward,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Shandon Baptiste,Midfielder,10,,,4,100%,,0,3,5,3,,17,13,18,6,3,6,,0,1,86,8.60,1,3,67%,0,4,1,0,3,0,1,0,1,0,0,0.10,0,0,2,2,100%,0,,,,,,,,
Valentín Barco,Defender,6,0,9,11,45%,0,2,4,2,0,0,16,24,23,5,1,7,0,1,0,187,31.17,0,30,10%,2,3,1,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,
Ross Barkley,Midfielder,32,,,47,40%,,19,25,48,32,,201,195,185,66,44,34,,0,4,"1,405",43.91,6,45,31%,4,87,6,0,25,0,5,1,2,2,3,0.16,0,0,66,19,29%,1,,,,,,,,
Ashley Barnes,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ty Barnett,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Luca Barrington,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Chris Basham,Defender,8,0,6,7,29%,0,0,5,17,9,0,16,20,21,3,8,8,0,0,0,122,15.25,0,4,0%,0,4,1,0,3,2,0,0,0,0,0,,,,,,,,,,,,,,,
Calvin Bassey,Defender,29,6,42,49,59%,1,1,28,80,37,0,171,101,57,11,30,25,0,1,0,"1,667",57.48,0,3,0%,0,83,4,1,15,2,1,0,1,0,1,,,,,,,,,,,,,,,
Samuel Bastien,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joe Bauress,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nathan Baxter,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Altay Bayindir,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Eddie Beach,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Mads Bech,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Owen Beck,Defender,1,0,0,2,50%,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,4.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Asmir Begovic,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Amari'i Bell,Defender,21,1,41,50,66%,0,0,25,55,20,0,98,96,77,10,21,22,0,1,0,789,37.57,0,13,8%,2,29,0,0,22,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jean-Ricner Bellegarde,Midfielder,22,,,17,59%,,5,8,13,6,,41,66,78,17,8,27,,0,1,281,12.77,1,30,10%,1,5,0,1,10,2,2,0,2,0,0,0.09,0,0,15,5,33%,0,,,,,,,,
Anis Ben Slimane,Midfielder,15,,,11,55%,,2,5,7,3,,35,26,56,2,7,18,,0,0,136,9.07,0,0,0%,1,2,2,0,7,2,0,0,0,0,0,0.00,0,0,8,3,38%,2,,,,,,,,
Steven Benda,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Rhys Bennett,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Saïd Benrahma,Forward,13,,,8,,,4,5,5,2,,,,,,,,,,1,238,18.31,2,17,,,,1,0,5,1,0,0,0,0,0,0.00,0,0,19,6,32%,2,,,,,,,,
Rodrigo Bentancur,Midfielder,23,,,23,65%,,5,17,16,9,,54,65,83,11,14,22,,0,1,787,34.22,0,9,11%,4,20,7,0,20,0,1,0,0,1,1,0.04,0,0,18,5,28%,1,,,,,,,,
Dan Bentley,Goalkeeper,5,1,7,,,,,,,,,,,,,,,0,0,0,135,27.00,,,,,23,0,0,0,,0,,,,,,,,,,,,8,0,2,0,0,1,9,33
Sander Berge,Midfielder,37,,,76,61%,,8,23,58,37,,202,179,150,20,65,49,,2,2,"1,547",41.81,5,12,8%,7,83,8,1,40,2,1,0,1,0,1,0.03,0,0,25,3,12%,2,,,,,,,,
Lucas Bergström,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Bernardo Silva,Midfielder,33,,,51,45%,,8,17,12,3,,102,117,118,38,2,9,,0,9,"1,824",55.27,13,83,20%,2,59,8,0,22,3,6,0,1,5,1,0.18,0,0,34,15,44%,3,,,,,,,,
Luke Berry,Midfielder,17,,,7,29%,,2,0,1,1,,8,23,19,2,7,8,,0,1,88,5.18,0,8,13%,0,3,1,0,6,0,2,0,1,1,0,0.12,0,0,8,4,50%,0,,,,,,,,
Beto,Forward,30,,,14,,,4,1,13,11,,,,,,,,,,0,174,5.80,3,5,,,,2,0,21,10,3,1,1,1,0,0.10,0,0,43,13,30%,8,,,,,,,,
Marcus Bettinelli,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,1,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jordan Beyer,Defender,15,2,23,35,57%,1,3,16,68,39,0,57,73,50,4,29,26,0,1,1,855,57.00,1,0,0%,1,47,6,0,11,0,0,0,0,0,0,,,,,,,,,,,,,,,
Giulian Biancone,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Mads Bidstrup,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Mika Biereth,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Philip Billing,Midfielder,29,,,33,48%,,8,20,27,16,,76,93,96,12,36,24,,1,2,501,17.28,7,29,24%,0,17,3,1,19,0,2,0,0,1,1,0.07,0,0,30,8,27%,1,,,,,,,,
Nathan Bishop,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Yves Bissouma,Midfielder,28,,,80,65%,,6,37,42,33,,128,152,111,27,14,15,,1,0,"1,834",65.50,0,1,0%,3,42,9,2,35,0,0,0,0,0,0,0.00,0,0,24,5,21%,1,,,,,,,,
Billy Blacker,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Malachi Boateng,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Oscar Bobb,Midfielder,14,,,7,43%,,1,5,1,0,,17,22,17,11,1,2,,0,1,168,12.00,2,5,60%,3,0,0,0,2,0,1,0,1,0,0,0.07,0,0,4,2,50%,1,,,,,,,,
Jayden Bogle,Defender,34,1,79,66,55%,1,10,32,86,49,0,139,163,154,25,50,28,1,0,0,772,22.71,0,40,25%,1,34,9,0,38,4,3,0,3,0,0,,,,,,,,,,,,,,,
Bendegúz Bolla,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Willy-Arnaud Boly,Defender,20,2,23,46,63%,0,2,25,86,41,1,86,108,69,3,57,27,0,0,1,611,30.55,4,1,0%,1,31,1,1,20,1,2,2,0,0,0,,,,,,,,,,,,,,,
Alex Borto,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Sven Botman,Defender,17,3,29,20,65%,2,2,9,58,24,1,70,56,35,0,34,17,1,2,2,"1,015",59.71,2,0,0%,0,44,2,0,9,1,2,2,0,0,0,,,,,,,,,,,,,,,
Aaron Bott,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jarrod Bowen,Forward,34,,,42,,,20,19,12,9,,,,,,,,,,6,622,18.29,12,75,,,,2,0,28,20,16,5,3,8,5,0.47,0,0,84,37,44%,13,,,,,,,,
Josh Bowler,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Conor Bradley,Defender,11,0,7,33,76%,0,4,10,13,6,0,50,69,51,13,11,5,1,0,3,437,39.73,2,18,22%,3,15,2,0,8,2,1,0,1,0,0,,,,,,,,,,,,,,,
